연번,의료시설구분,기관명,기관 소재지,위도,경도,전화번호,데이터기준일
831,약국,고마운약국,"충청북도 청주시 서원구 분평로 86, 105호 (분평동, 로또빌딩)",36.6081279,127.4949462,043-287-7433,2022-10-31
832,약국,늘사랑약국,충청북도 청주시 서원구 청남로 2024 (수곡동),36.6177288,127.4814049,043-294-8788,2022-10-31
833,약국,녹지약국,충청북도 청주시 서원구 구룡산로 238  (수곡동),36.6157518,127.4717978,043-285-8688,2022-10-31
834,약국,새소망약국,"충청북도 청주시 서원구 청남로 1994, 1층 (분평동)",36.6129588,127.4845373,043-285-8417,2022-10-31
835,약국,에덴약국,충청북도 청주시 서원구 구룡산로 321  (수곡동),36.618658,127.4801672,043-295-1034,2022-10-31
836,약국,성모약국,충청북도 청주시 서원구 청남로 2010 (분평동),36.6116622,127.485419,043-295-2939,2022-10-31
837,약국,수곡큰사랑약국,충청북도 청주시 서원구 수곡로 49 (수곡동),36.6162632,127.4727054,043-292-3995,2022-10-31
838,약국,대상약국,충청북도 청주시 서원구 월평로 4 (분평동),36.6109903,127.4853005,043-283-5341,2022-10-31
839,약국,개신하나약국,"충청북도 청주시 서원구 복대로 34,  103호 (개신동)",36.6202846,127.4455498,043-231-3199,2022-10-31
840,약국,푸른샘약국,"충청북도 청주시 서원구 1순환로 767, 1층 (개신동)",36.6258996,127.4665921,043-277-0277,2022-10-31
841,약국,보나약국,"충청북도 청주시 서원구 모충로 93, 1층 (모충동)",36.6277532,127.4734456,043-275-1551,2022-10-31
842,약국,희망약국,충청북도 청주시 서원구 남이면 대림로 86-3,36.581247,127.4475086,043-269-5599,2022-10-31
843,약국,해바라기약국,"충청북도 청주시 서원구 1순환로1107번길 20,  115호 (분평동,해피존)",36.6072294,127.4898805,043-296-4771,2022-10-31
844,약국,한미르약국,"충청북도 청주시 서원구 청남로 2002, 1층 (분평동)",36.6129588,127.4845373,043-296-2961,2022-10-31
845,약국,세림약국,충청북도 청주시 서원구 사직대로 94  (사창동),36.6345085,127.4579304,043-271-8978,2022-10-31
846,약국,새녹십자약국,충청북도 청주시 서원구 사직대로 292 (사직동),36.6357831,127.4798431,043-274-0848,2022-10-31
847,약국,신대청약국,충청북도 청주시 서원구 사직대로 125 (사창동),36.6352021,127.4612411,043-275-1602,2022-10-31
848,약국,대웅약국,충청북도 청주시 서원구 월평로 69  (분평동),36.6114031,127.4926712,043-295-3227,2022-10-31
849,약국,상록수약국,충청북도 청주시 서원구 청남로 2109 (수곡동),36.6177288,127.4814049,043-285-5454,2022-10-31
850,약국,녹십자약국,충청북도 청주시 서원구 사직대로 273 (사직동),36.6360339,127.4776374,043-263-0848,2022-10-31
851,약국,늘푸른약국,충청북도 청주시 서원구 성봉로 230-1 (개신동),36.6255793,127.4500558,043-268-2159,2022-10-31
852,약국,신아주약국,충청북도 청주시 서원구 경신로 31-1 (개신동),36.6205856,127.4453654,043-234-7629,2022-10-31
853,약국,삼대약국,충청북도 청주시 서원구 모충로 65-2  (모충동),36.6269006,127.4707769,043-275-2233,2022-10-31
854,약국,서청주약국,충청북도 청주시 서원구 사직대로112번길 3 (사창동),36.6345487,127.4596443,043-265-6442,2022-10-31
855,약국,참사랑약국,충청북도 청주시 서원구 사직대로265번길 3 (사직동),36.6358794,127.4769172,043-266-3845,2022-10-31
856,약국,인화약국,"충청북도 청주시 서원구 모충로12번길 9-13, 1층 5호 (개신동, 한사랑아파트)",36.6246594,127.4665492,043-263-3770,2022-10-31
857,약국,온누리대청약국,충청북도 청주시 서원구 내수동로 154 (사창동),36.6340515,127.4642961,043-266-0346,2022-10-31
858,약국,메디팜평화약국,"충청북도 청주시 서원구 산미로 156, 1층 (산남동)",36.6095821,127.4769025,043-252-7771,2022-10-31
859,약국,심지약국,충청북도 청주시 서원구 충렬로 46  (사직동),36.6327659,127.4751178,043-274-5935,2022-10-31
860,약국,남들약국,충청북도 청주시 서원구 청남로 2116  (모충동),36.6209151,127.4879658,043-283-9026,2022-10-31
861,일반종합도매,제우스팜,"충청북도 청주시 서원구 흥덕로 36, 지하1층 (사직동)",36.6387015,127.4737479,043-272-0789,2022-10-31
862,일반종합도매,청우약품,"충청북도 청주시 서원구 원흥로80번길 6, 2층 201호 (산남동)",36.6128828,127.4694686,,2022-10-31
863,일반종합도매,제이더블유메디팜,충청북도 청주시 서원구 남이면 대림로 58,36.5950057,127.4423037,042-381-2000,2022-10-31
864,일반종합도매,주식회사 안진에스피,충청북도 청주시 서원구 남이면 남석로 151-20,36.5700659,127.4252562,043-268-7911,2022-10-31
865,일반종합도매,케이비(KB)메디팜,"충청북도 청주시 서원구 사직대로 250-1, 1층 (사직동)",36.6351764,127.4752737,,2022-10-31
866,일반종합도매,에치메디칼,"충청북도 청주시 서원구 두꺼비로38번길 3-14, 1층 (산남동)",36.6091622,127.4657371,043-266-7967,2022-10-31
867,일반종합도매,(주)정진팜,"충청북도 청주시 서원구 예체로 91, 2층 (사창동)",36.6343115,127.4686207,043-260-3420,2022-10-31
868,한약도매,본초당약업사,충청북도 청주시 서원구 내수동로 182 (사창동),36.6343202,127.4673358,043-272-1233,2022-10-31
869,의료용 고압가스,대원산업가스,충청북도 청주시 서원구 현도면 우록1길 30 (대원산업가스),36.5081361,127.4312829,,2022-10-31
870,일반종합도매,(주)가온약품,"충청북도 청주시 서원구 두꺼비로78번길 25, 2층 (산남동)",36.6116632,127.4659814,043-234-3385,2022-10-31
871,일반종합도매,(주)현준약품,"충청북도 청주시 서원구 남이면 청남로 1535-3, 2층",36.5772666,127.4561832,043-237-9977,2022-10-31
872,한약도매,나눔한방허브,충청북도 청주시 서원구 남이면 석판2길 31,36.5998401,127.4372775,043-233-1545,2022-10-31
873,일반종합도매,인현약품(주),충청북도 청주시 서원구 궁뜰로 60 (장성동),36.5962678,127.4806449,043-268-2088,2022-10-31
874,일반종합도매,(주)대성약품,충청북도 청주시 서원구 가장로 309-53 (장암동),36.5854867,127.4890212,043-213-5219,2022-10-31
875,한약도매,중원한방약업사,충청북도 청주시 서원구 사직대로 179  (사창동),36.6357594,127.4673281,043-263-1034,2022-10-31
876,한약도매,동원건재약업사,충청북도 청주시 서원구 호국로13번길 3  (모충동),36.6292139,127.4742228,043-264-1606,2022-10-31
877,치과병원,참조은치과병원,충청북도 청주시 서원구 청남로 2000 (분평동),36.6105932,127.4847643,043-296-3500,2022-10-31
878,치과의원,청주분평아성치과의원,"충청북도 청주시 서원구 청남로 2018, 무진빌딩 6층 (분평동)",36.6122849,127.4856261,043-285-9400,2022-10-31
879,치과의원,더블루체어치과의원,"충청북도 청주시 서원구 2순환로 1618, 2층 (미평동)",36.607147,127.4814372,043-293-2100,2022-10-31
880,치과의원,진플란트치과의원,"충청북도 청주시 서원구 산남로 68, 센타프라자 3층 (산남동)",36.6113367,127.4665292,043-293-7522,2022-10-31
881,치과의원,새싹어린이치과의원,"충청북도 청주시 서원구 복대로 5, 3층 302호 (개신동)",36.6293228,127.4419954,043-275-2275,2022-10-31
882,치과의원,클래식치과의원,"충청북도 청주시 서원구 월평로 4, 대상탑존빌딩 3층 305호 (분평동)",36.6109903,127.4853005,043-292-7528,2022-10-31
883,치과의원,조앤리치과의원,충청북도 청주시 서원구 구룡산로52번길 2 (성화동),36.614222,127.4507803,043-233-5300,2022-10-31
884,치과의원,청주올바른치과의원,"충청북도 청주시 서원구 사직대로 115, 7층 (사창동)",36.6351776,127.460397,043-272-2875,2022-10-31
885,치과의원,서울휴치과의원,충청북도 청주시 서원구 월평로 69 (분평동),36.6114031,127.4926712,043-295-2875,2022-10-31
886,치과의원,연세드라마치과의원,충청북도 청주시 서원구 사직대로 171 (사창동),36.6363286,127.4590426,043-276-7070,2022-10-31
887,치과의원,예부부치과의원,"충청북도 청주시 서원구 1순환로1107번길 40 (분평동, 3층)",36.6080731,127.4899208,043-286-2275,2022-10-31
888,치과의원,미래연치과의원,"충청북도 청주시 서원구 산남로 48, 3층 (산남동)",36.6114627,127.4688993,043-292-2828,2022-10-31
889,치과의원,보스톤심치과의원,"충청북도 청주시 서원구 서부로 1350, 2층 (성화동)",36.6188969,127.4520306,043-275-7528,2022-10-31
890,치과의원,임플라인치과의원,"충청북도 청주시 서원구 산남로 4, 푸른타워 3층 (산남동)",36.6124974,127.4731961,043-283-2879,2022-10-31
891,치과의원,현치과의원,"충청북도 청주시 서원구 청남로 1997, 2층 (분평동)",36.6130145,127.4832323,043-286-0047,2022-10-31
892,치과의원,서울유니스치과의원,"충청북도 청주시 서원구 청남로 2010, 4층 (분평동)",36.6136689,127.4809855,043-294-7528,2022-10-31
893,치과의원,행복한치과의원,"충청북도 청주시 서원구 분평로 36, 3층 (분평동)",36.6083274,127.4893256,043-291-2804,2022-10-31
894,치과의원,조은치과의원,"충청북도 청주시 서원구 예체로 55, 308,309호 (사직동, 상가)",36.631113,127.4684,043-278-2875,2022-10-31
895,치과의원,탑플러스 치과의원,"충청북도 청주시 서원구 창직로 60, 상가동 205호 (사직동)",36.6305394,127.4682854,043-263-2885,2022-10-31
896,치과의원,수연합치과의원,"충청북도 청주시 서원구 모충로 91, 103호 (모충동, 크리스탈빌딩)",36.6277341,127.473202,043-265-7400,2022-10-31
897,치과의원,정동호콤치과의원,"충청북도 청주시 서원구 1순환로1107번길 17, 405호 (분평동, OK빌딩)",36.6070558,127.4893161,043-291-7528,2022-10-31
898,치과의원,토마토치과의원,충청북도 청주시 서원구 신화로 33 (성화동),36.6175448,127.4553046,043-239-2879,2022-10-31
899,치과의원,사랑나눔치과의원,"충청북도 청주시 서원구 산남로 21, 201,202층 (산남동, 계룡리슈빌상가)",36.6107154,127.4711151,043-285-7528,2022-10-31
900,치과의원,굿모닝CU치과의원,"충청북도 청주시 서원구 산남로 22 (산남동, 산남렉슬Ⅱ)",36.611982,127.4715047,043-286-2282,2022-10-31
901,치과의원,본치과의원,"충청북도 청주시 서원구 산남로 85, 3층 (산남동, 원흥빌딩)",36.6107626,127.4646998,043-288-2275,2022-10-31
902,치과의원,사람사랑치과의원,"충청북도 청주시 서원구 1순환로 661, 2,3층 (사창동)",36.6346645,127.4605448,043-266-7528,2022-10-31
903,치과의원,조은미소치과의원,"충청북도 청주시 서원구 모충로 28, 2층 (개신동)",36.6247406,127.4671792,043-285-2828,2022-10-31
904,치과의원,박종균치과의원,충청북도 청주시 서원구 사직대로 269 (사직동),36.6359696,127.4773549,043-260-2875,2022-10-31
905,치과의원,미소진치과의원,"충청북도 청주시 서원구 수곡로 55 (수곡동, 혜화당한의원)",36.6166869,127.4723926,043-288-2754,2022-10-31
906,치과의원,미소담치과의원,"충청북도 청주시 서원구 사직대로 123, 4층 (사창동, 정은빌딩)",36.6351845,127.4612821,043-267-2550,2022-10-31
907,치과의원,세인치과의원,"충청북도 청주시 서원구 사직대로 282, 2층 (사직동)",36.6356799,127.4787077,043-274-2875,2022-10-31
908,치과의원,행복한박치과의원,"충청북도 청주시 서원구 구룡산로 321, 2층 (수곡동)",36.618658,127.4801672,043-291-9600,2022-10-31
909,치과의원,행복한권치과의원,충청북도 청주시 서원구 장전로6번길 36 (성화동),36.6166755,127.4475544,043-235-2281,2022-10-31
910,치과의원,우리가족치과의원,충청북도 청주시 서원구 경신로 31-1 (개신동),36.6205856,127.4453654,043-237-7528,2022-10-31
911,치과의원,미래치과의원,충청북도 청주시 서원구 경신로 40 (개신동),36.6206387,127.4465188,043-234-7528,2022-10-31
912,치과의원,하얀이치과의원,"충청북도 청주시 서원구 분평로 52 (분평동, 하얀이치과)",36.6082792,127.4911055,043-297-7575,2022-10-31
913,치과의원,굿모닝치과의원,"충청북도 청주시 서원구 1순환로1107번길 42 (분평동, 대상테마빌딩)",36.6082663,127.4899922,043-296-2275,2022-10-31
914,치과의원,명인치과의원,"충청북도 청주시 서원구 1순환로1137번길 102, 2층 (분평동)",36.6108372,127.4933266,043-296-0028,2022-10-31
915,치과의원,베스트치과의원,"충청북도 청주시 서원구 복대로 34, 3층 (개신동)",36.6202846,127.4455498,043-236-7528,2022-10-31
916,치과의원,손치과의원,충청북도 청주시 서원구 청남로 2003 (분평동),36.6111568,127.4844218,043-288-2828,2022-10-31
917,치과의원,바른이치과의원,충청북도 청주시 서원구 사직대로 151-1 (사창동),36.634384,127.4577077,043-272-7321,2022-10-31
918,치과의원,심치과의원,충청북도 청주시 서원구 수곡로 49 (수곡동),36.6162632,127.4727054,043-291-2159,2022-10-31
919,치과의원,세종치과의원,"충청북도 청주시 서원구 청남로2109번길 4 (모충동, 세종치과의원)",36.6205756,127.4871966,043-286-8647,2022-10-31
920,치과의원,이윤섭치과의원,"충청북도 청주시 서원구 내수동로 153-1, 2층 (사창동)",36.6342598,127.4643182,043-274-9409,2022-10-31
921,치과의원,최치과의원,"충청북도 청주시 서원구 모충로12번길 9-13 (개신동, 한사랑 상가내)",36.6246594,127.4665492,043-274-2494,2022-10-31
922,치과의원,그린치과의원,충청북도 청주시 서원구 사직대로 175 (사창동),36.6356408,127.4670102,043-268-2875,2022-10-31
923,치과의원,구본욱치과의원,충청북도 청주시 서원구 청남로 2082 (수곡동),36.6177288,127.4814049,043-283-4739,2022-10-31
924,치과의원,김선호치과의원,"충청북도 청주시 서원구 신화로 49, 4층 (성화동)",36.6189956,127.454883,043-266-7141,2022-10-31
925,치과의원,서경덕치과의원,충청북도 청주시 서원구 사직대로 117 (사창동),36.6351712,127.4605815,043-263-7767,2022-10-31
926,치과의원,이용희치과의원,"충청북도 청주시 서원구 사직대로 296, 2층 (사직동)",36.6358173,127.4802465,043-274-2500,2022-10-31
927,치과의원,조경석치과의원,충청북도 청주시 서원구 청남로 2024-1 (수곡동),36.6181211,127.493194,043-284-9591,2022-10-31
928,치과의원,홍치과의원,충청북도 청주시 서원구 청남로 1994 (분평동),36.6102337,127.4845532,043-292-2875,2022-10-31
